1	1	90	M
1	2	26	M
1	3	38	M
1	4	35	M
1	5	80	M
1	6	48	M
1	7	26	M
1	8	39	M
1	9	47	F
1	10	49	M
1	11	40	F
1	12	45	M
1	13	50	M
1	14	30	M
1	15	21	M
1	16	60	F
1	17	32	M
1	18	67	M
1	19	15	M
1	20	42	M
1	21	40	M
1	22	47	M
1	23	23	F
1	24	45	F
1	25	30	F
2	1	20	F
2	2	40	F
2	3	45	F
2	4	45	F
2	5	50	F
2	6	50	F
2	7	50	F
2	8	55	F
2	9	55	F
2	10	55	F
2	11	60	F
2	12	60	F
2	13	35	M
2	14	40	M
2	15	45	M
2	16	45	M
2	17	0	M
2	18	0	M
2	19	0	m
2	20	0	m
2	21	0	m
2	22	0	m
2	23	65	M
2	24	0	M
3	1	26	F
3	2	26	F
3	3	30	F
3	4	35	F
3	5	38	F
3	6	40	F
3	7	43	F
3	8	46	F
3	9	46	F
3	10	52	F
3	11	59	F
3	12	60	F
3	13	61	F
3	14	62	F
3	15	19	M
3	16	21	M
3	17	30	M
3	18	40	M
3	19	41	M
3	20	42	M
3	21	47	M
3	22	53	M
3	23	62	M
3	24	65	M
3	25	66	M
4	1	15	F
4	2	17	F
4	3	18	F
4	4	20	F
4	5	20	F
4	6	22	F
4	7	23	F
4	8	24	F
4	9	24	F
4	10	28	F
4	11	30	F
4	12	30	F
4	13	35	F
4	14	35	F
4	15	36	F
4	16	47	F
4	17	48	F
4	18	60	F
4	19	78	F
4	20	75	F
4	21	0	F
4	22	15	M
4	23	19	M
4	24	19	M
4	25	23	M
4	26	24	M
4	27	25	M
4	28	29	M
4	29	32	M
4	30	37	M
4	31	37	M
4	32	50	M
4	33	58	M
4	34	77	M
4	35	0	M
5	1	29	M
5	2	20	M
5	3	40	F
5	4	16	F
5	5	24	M
5	6	30	M
6	1	40	M
6	2	35	M
6	3	55	M
6	4	45	F
6	5	18	F
6	6	25	M
6	7	32	M
6	8	27	M
6	9	37	M
6	10	25	F
6	11	50	F
6	12	22	F
6	13	52	M
6	14	50	F
6	15	50	F
6	16	32	M
6	17	30	M
6	18	36	M
6	19	37	M
6	20	34	M
6	21	40	M
6	22	50	M
6	23	30	F
6	24	25	M
6	25	25	F
6	26	35	F
6	27	32	F
7	1	22	F
7	2	44	F
7	3	46	F
7	4	27	F
7	5	30	M
7	6	45	M
7	7	23	M
7	8	28	M
7	9	52	M
7	10	36	M
7	11	52	M
7	12	33	M
7	13	46	M
7	14	27	M
7	15	28	M
7	16	29	M
7	17	54	M
7	18	48	F
7	19	31	F
7	20	18	F
7	21	32	F
7	22	50	F
7	23	43	F
7	24	22	F
7	25	37	F
8	1	30	M
8	2	35	M
8	3	25	M
8	4	25	F
8	5	18	F
8	6	40	M
8	7	30	M
8	8	35	M
8	9	28	F
8	10	25	F
8	11	40	M
8	12	25	M
8	13	25	F
8	14	40	F
8	15	20	F
8	16	40	M
8	17	25	F
8	18	30	F
8	19	40	M
8	20	50	F
8	21	40	M
8	22	30	F
8	23	50	M
8	24	40	F
8	25	45	M
9	1	*	F
9	2	*	F
9	3	*	F
9	4	*	F
9	5	*	F
9	6	*	F
9	7	*	F
9	8	*	F
9	9	*	F
9	10	*	F
9	11	*	F
9	12	*	F
9	13	*	F
9	14	*	F
9	15	*	F
9	16	*	F
9	17	*	M
9	18	*	M
9	19	*	M
9	20	*	M
9	21	*	M
9	22	*	M
9	23	*	M
9	24	*	M
9	25	*	M
9	26	*	M
9	27	*	M
9	28	*	M
9	29	*	M
9	30	*	M
10	1	64	M
10	2	56	M
10	3	23	M
10	4	36	F
10	5	42	F
10	6	22	F
10	7	57	F
10	8	48	M
10	9	19	F
10	10	30	F
10	11	39	F
10	12	30	F
10	13	22	F
10	14	30	F
10	15	46	F
10	16	61	M
10	17	56	M
10	18	32	M
10	19	21	F
10	20	37	F
10	21	0	?
10	22	76	M
10	23	71	F
10	24	20	M
10	25	30	M
11	1	17	F
11	2	25	F
11	3	25	F
11	4	25	F
11	5	26	F
11	6	38	F
11	7	38	F
11	8	40	F
11	9	50	F
11	10	20	M
11	11	23	M
11	12	M	M
11	13	25	M
11	14	28	M
11	15	30	M
11	16	30	M
11	17	30	M
11	18	35	M
11	19	35	M
11	20	40	M
11	21	47	M
11	22	48	M
11	23	48	M
11	24	50	M
11	25	60	M
12	1	23	M
12	2	21	M
12	3	23	M
12	4	50	F
12	5	40	F
12	6	22	F
12	7	43	F
12	8	40	F
12	9	38	M
12	10	28	F
12	11	38	F
12	12	24	M
12	13	28	M
12	14	35	M
12	15	17	F
12	16	43	M
12	17	18	F
12	18	34	M
12	19	36	F
12	20	19	F
12	21	18	M
12	22	29	F
12	23	17	M
12	24	28	M
12	25	38	M
13	1	26	M
13	2	23	M
13	3	20	F
13	4	40	M
13	5	24	M
13	6	21	F
13	7	24	M
13	8	40	F
13	9	15	M
13	10	11	F
13	11	18	M
13	12	19	M
13	13	40	F
13	14	23	F
13	15	21	M
13	16	40	F
13	17	20	M
13	18	20	F
13	19	22	M
13	20	45	F
13	21	46	M
13	22	16	F
13	23	20	M
13	24	17	F
13	25	18	M
14	1	65	F
14	2	75	M
14	3	77	F
14	4	65	M
14	5	76	M
14	6	78	M
14	7	75	F
14	8	41	M
14	9	66	M
14	10	32	M
14	11	80	F
14	12	45	F
14	13	75	F
14	14	37	F
14	15	57	F
14	16	60	M
14	17	51	F
14	18	50	F
14	19	84	F
14	20	61	M
14	21	38	M
14	22	61	F
14	23	70	M
14	24	45	F
14	25	60	M
15	1	25	F
15	2	40	F
15	3	30	F
15	4	55	M
15	5	60	M
15	6	30	F
15	7	35	M
15	8	30	F
15	9	50	F
15	10	25	F
15	11	60	F
15	12	15	M
15	13	37	M
15	14	35	M
15	15	50	M
15	16	50	M
15	17	15	F
15	18	16	M
15	19	21	M
15	20	30	F
15	21	65	F
15	22	17	F
15	23	16	M
15	24	50	F
15	25	15	F
16	1	21	F
16	2	22	F
16	3	22	F
16	4	23	F
16	5	30	F
16	6	30	F
16	7	35	F
16	8	35	F
16	9	35	F
16	10	38	F
16	11	40	F
16	12	40	F
16	13	40	F
16	14	45	F
16	15	50	F
16	16	18	M
16	17	18	M
16	18	18	M
16	19	20	M
16	20	23	M
16	21	26	M
16	22	35	M
16	23	45	M
16	24	45	M
16	25	45	M
17	1	18	F
17	2	22	F
17	3	23	F
17	4	24	F
17	5	27	F
17	6	28	F
17	7	28	F
17	8	30	F
17	9	33	F
17	10	33	F
17	11	38	F
17	12	40	F
17	13	41	F
17	14	50	F
17	15	53	F
17	16	23	M
17	17	25	M
17	18	30	M
17	19	36	M
17	20	37	M
17	21	40	M
17	22	42	M
17	23	45	M
17	24	45	M
17	25	48	M
17	26	50	M
17	27	65	M
17	28	73	M
17	29	78	M
17	30	0	M
18	1	16	F
18	2	19	F
18	3	21	F
18	4	22	F
18	5	22	F
18	6	23	F
18	7	25	F
18	8	28	F
18	9	31	F
18	10	36	F
18	11	40	F
18	12	14	M
18	13	14	M
18	14	15	M
18	15	18	M
18	16	18	M
18	17	18	M
18	18	20	M
18	19	23	M
18	20	25	M
18	21	30	M
18	22	31	M
18	23	38	M
18	24	45	M
18	25	50	M
19	1	18	M
19	2	40	F
19	3	37	M
19	4	90	M
19	5	45	F
19	6	40	F
19	7	26	M
19	8	42	M
19	9	35	F
19	10	27	F
19	11	39	M
19	12	40	M
19	13	19	F
19	14	36	M
19	15	28	F
19	16	40	M
19	17	21	M
19	18	30	F
19	19	42	F
19	20	35	F
19	21	46	F
19	22	30	M
19	23	47	M
19	24	28	M
19	25	29	F
20	1	25	F
20	2	35	F
20	3	22	F
20	4	17	M
20	5	40	M
20	6	15	M
20	7	32	F
20	8	19	F
20	9	30	F
20	10	25	F
20	11	60	M
21	1	16	F
21	2	42	F
21	3	30	F
21	4	38	M
21	5	17	M
21	6	18	F
21	7	20	M
21	8	40	M
21	9	26	F
21	10	38	M
21	11	29	M
21	12	16	M
21	13	24	M
21	14	24	F
21	15	30	M
21	16	22	F
21	17	19	M
21	18	41	M
21	19	23	M
21	20	33	M
21	21	40	F
21	22	22	M
21	23	20	F
21	24	19	M
21	25	21	M
22	1	17	F
22	2	19	F
22	3	21	F
22	4	23	F
22	5	28	F
22	6	28	F
22	7	30	F
22	8	35	F
22	9	36	F
22	10	38	F
22	11	40	F
22	12	42	F
22	13	45	F
22	14	45	F
22	15	25	M
22	16	26	M
22	17	28	M
22	18	29	M
22	19	30	M
22	20	32	M
22	21	35	M
22	22	40	M
22	23	40	M
22	24	47	M
22	25	50	M
23	1	25	F
23	2	32	M
23	3	50	F
23	4	38	M
23	5	20	M
23	6	18	F
23	7	25	F
23	8	40	F
23	9	24	M
23	10	45	F
23	11	55	M
23	12	28	M
23	13	38	M
23	14	45	M
23	15	35	F
23	16	40	M
23	17	18	M
23	18	38	F
23	19	19	F
23	20	18	F
23	21	32	M
23	22	18	M
23	23	17	F
23	24	22	M
23	25	18	M
24	1	56	F
24	2	62	F
24	3	46	F
24	4	31	F
24	5	25	F
24	6	17	F
24	7	32	F
24	8	23	F
24	9	34	M
24	10	21	M
24	11	55	M
24	12	25	F
24	13	48	F
24	14	41	F
24	15	19	M
24	16	18	M
24	17	41	M
24	18	27	M
24	19	42	F
24	20	46	F
24	21	25	M
24	22	29	M
24	23	18	M
24	24	52	M
24	25	23	M
25	1	17	F
25	2	17	F
25	3	19	F
25	4	20	F
25	5	24	F
25	6	25	F
25	7	28	F
25	8	32	F
25	9	35	F
25	10	39	F
25	11	41	F
25	12	52	F
25	13	19	M
25	14	21	M
25	15	21	M
25	16	22	M
25	17	23	M
25	18	27	M
25	19	27	M
25	20	27	M
25	21	39	M
25	22	41	M
25	23	42	M
25	24	42	M
25	25	49	M
26	1	27	F
26	2	27	F
26	3	34	F
26	4	39	F
